,PMCID,PMID,Publisher,Journal,Title,Cost(£),Article_or_Book,TP_notes,Extracted_date,PMC_Title,PMC_DOI,PMC_isOpenAccess,PMC_Journal,PMC_Pub_Year,PMC_Pub_Type,PMC_Citation_Count,Notes,PMC_Journal_ISSN
1105,PMC3664183,23474851,SPRINGER-VERLAG GMBH,Journal of Neural Transmission,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein,2289.17,Article,,23/03/2014,Cellular localization and trafficking of vascular adhesion protein-1 as revealed by an N-terminal GFP fusion protein.,10.1007/s00702-013-1003-3,Y,J Neural Transm,2013,"journal article, research support, non-u.s. gov't",0,,0300-9564
1106,PMC3644170,23016960,Wiley,Journal of Neurochemistry,A nicotinic acetylcholine receptor transmembrane point mutation...,1860.57,Article,,23/03/2014,A nicotinic acetylcholine receptor transmembrane point mutation (G275E) associated with resistance to spinosad in Frankliniella occidentalis.,10.1111/jnc.12029,Y,J Neurochem,2013,"journal article, research support, non-u.s. gov't",0,,0022-3042
1107,PMC3557716,23083128,Wiley,Journal of Neurochemistry,SMRT-mediated co-shuttling enables export of class IIa HDACs independent of their CaM kinase phosphorylation sites,2184.22,Article,,23/03/2014,SMRT-mediated co-shuttling enables export of class IIa HDACs independent of their CaM kinase phosphorylation sites.,10.1111/jnc.12058,Y,J Neurochem,2013,"journal article, research support, non-u.s. gov't",0,,0022-3042
1108,PMC3557719,21623792,Wiley,Journal of Neurochemistry,Pituitary adenylate cyclase-activating peptide induces long-lasting neuroprotection through the induction of activity-dependent signaling via the cyclic AMP response element-binding protein-regulated transcription co-activator 1,2184.22,Article,,23/03/2014,Pituitary adenylate cyclase-activating peptide induces long-lasting neuroprotection through the induction of activity-dependent signaling via the cyclic AMP response element-binding protein-regulated transcription co-activator 1.,10.1111/j.1471-4159.2011.07330.x,Y,J Neurochem,2011,"journal article, research support, non-u.s. gov't",3,,0022-3042
1109,PMC3532615,22971236,Wiley Blackwell,JOURNAL OF NEUROCHEMISTRY,"Mass spectrometry analysis of human P2X1 receptors: insight into phosphorylation, modelling and conformational changes",2270.34,Article,,23/03/2014,"Mass spectrometry analysis of human P2X1 receptors; insight into phosphorylation, modelling and conformational changes.",10.1111/jnc.12012,Y,J Neurochem,2012,"journal article, research support, non-u.s. gov't",2,,0022-3042
1110,PMC3664422,21848658,Wiley,Journal of Neurochemistry ,"Quality control parameters on a large dataset of control, regionally dissected human brains for whole genome expression",2010.24,Article,,23/03/2014,Quality control parameters on a large dataset of regionally dissected human control brains for whole genome expression studies.,10.1111/j.1471-4159.2011.07432.x,Y,J Neurochem,2011,"journal article, research support, non-u.s. gov't",17,,0022-3042
1111,PMC3488597,22702373,Wiley,Journal of Neuroendocrinology,Changes in the brain accumulation of glucocorticoids in abcb1a-deficient CF-1 mice.,2302.93,Article,,23/03/2014,Changes in the brain accumulation of glucocorticoids in abcb1a-deficient CF-1 mice.,10.1111/j.1365-2826.2012.02353.x,Y,J Neuroendocrinol,2012,"journal article, research support, non-u.s. gov't, comparative study",1,,0953-8194
1112,PMC3520704,23111144,Biomed Central,Journal of Neuroinflammation,TLR-4 ligation of dendritic cells is sufficient to drive pathogenic T cell function in experimental autoimmune encephalomyelitis,1295.4,Article,,23/03/2014,TLR-4 ligation of dendritic cells is sufficient to drive pathogenic T cell function in experimental autoimmune encephalomyelitis.,10.1186/1742-2094-9-248,Y,J Neuroinflammation,2012,"journal article, research support, non-u.s. gov't",2,,1742-2094
1113,PMC3764324,23881105,Springer,Journal of Neurology,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment,1851.29,Article,,23/03/2014,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment.,10.1007/s00415-013-7044-6,Y,J Neurol,2013,"letter, research support, non-u.s. gov't",1,Details matched on article title,0340-5354
1114,PMC3642358,23400501,Springer,Journal of Neurology,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease,1902.46,Article,,23/03/2014,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease?,10.1007/s00415-013-6860-z,Y,J Neurol,2013,"letter, research support, non-u.s. gov't",1,,0340-5354
1115,PMC3895207,24150688,Springer,Journal of Neurology,Discrete gait characterisitcs are associated with m.3243A>G and m.8344A>G variants of mitochondrial disease and its pathological consequences,2209.76,Article,,23/03/2014,Discrete gait characteristics are associated with m.3243A&gt;G and m.8344A&gt;G variants of mitochondrial disease and its pathological consequences.,10.1007/s00415-013-7129-2,Y,J Neurol,2014,"journal article, research support, non-u.s. gov't",0,,0340-5354
1116,PMC3691478,20232210,Springer,Journal of Neurology,Copper deficiency myeopathy,2387.49,Article,,23/03/2014,Copper deficiency myelopathy.,10.1007/s00415-010-5511-x,Y,J Neurol,2010,"journal article, review",27,,0340-5354
1117,,,JSciMed Central,Journal of Neurology & Translational Neuroscience,Parkinson's Disease: The Catabolic Theory,159.91,Article,http://www.jscimedcentral.com/Neuroscience/Articles/neuroscience-1-1009.php,23/03/2014,,,,,,,,Unable to match title to PMCID,
1118,PMC3927562,22577228,BMJ,"Journal of Neurology, Neurosurgery & Psychiatry",A clinical and family history study of Parkinson's disease in heterozygous glucocerebrosidase mutation carriers,2040.0,Article,,23/03/2014,A clinical and family history study of Parkinson's disease in heterozygous glucocerebrosidase mutation carriers.,10.1136/jnnp-2012-302402,Y,J Neurol Neurosurg Psychiatry,2012,letter,5,Details matched on article title,0022-3050
1119,PMC3646288 ,23408064,BMJ,"Journal of Neurology, Neurosurgery & Psychiatry ",The Val158Met COMT polymorphism is a modifier of the age at onset in Parkinson's disease with a sexual dimorphism,2040.0,Article,,23/03/2014,The Val158Met COMT polymorphism is a modifier of the age at onset in Parkinson's disease with a sexual dimorphism.,10.1136/jnnp-2012-304475,Y,J Neurol Neurosurg Psychiatry,2013,"journal article, research support, non-u.s. gov't, research support, u.s. gov't, non-p.h.s., research support, n.i.h., extramural, research support, n.i.h., intramural",1,,0022-3050
1120,PMC3623030,23435114,BMJ,"Journal of Neurology, Neurosurgery and Psychiatry",Olfactory impairment in posterior cortical atrophy,2040.0,Article,,23/03/2014,Olfactory impairment in posterior cortical atrophy.,10.1136/jnnp-2012-304497,Y,J Neurol Neurosurg Psychiatry,2013,"letter, research support, non-u.s. gov't",2,,0022-3050
1121,PMC3623037,23303961,BMJ Publishing Group,"Journal of Neurology, Neurosurgery and Psychiatry",The Addenbrooke's cognitive examination for the differential diagnosis and longitudinal assessment of patients with Parkinsonian disorders,2040.0,Article,,23/03/2014,The Addenbrooke's Cognitive Examination for the differential diagnosis and longitudinal assessment of patients with parkinsonian disorders.,10.1136/jnnp-2012-303618,Y,J Neurol Neurosurg Psychiatry,2013,"journal article, research support, non-u.s. gov't",4,,0022-3050
1122,PMC3646287,23345280,BMJ Publishing Group,"Journal of Neurology, Neurosurgery and Psychiatry",The long-term safety and efficacy of bilateral transplantation of human fetal striatal tissue in patients with mild to moderate Huntingdon’s disease,2040.0,Article,,23/03/2014,The long-term safety and efficacy of bilateral transplantation of human fetal striatal tissue in patients with mild to moderate Huntington's disease.,10.1136/jnnp-2012-302441,Y,J Neurol Neurosurg Psychiatry,2013,"clinical trial, journal article, research support, non-u.s. gov't",2,,0022-3050
1123,PMC3534254,23138765,British Medical Journal,"Journal of Neurology, Neurosurgery and Psychiatry",Flavour identification in frontotemporal lobar degeneration,2040.0,Article,,23/03/2014,Flavour identification in frontotemporal lobar degeneration.,10.1136/jnnp-2012-303853,Y,J Neurol Neurosurg Psychiatry,2013,"journal article, research support, non-u.s. gov't",0,,0022-3050
1124,PMC3574980,23076101,American Physiological Society,Journal of Neurophysiology,Reliable evaluation of the quantal determinants of synaptic efficacy using Bayesian analysis,1276.08,Article,,23/03/2014,Reliable evaluation of the quantal determinants of synaptic efficacy using Bayesian analysis.,10.1152/jn.00528.2012,N,J Neurophysiol,2013,"journal article, research support, non-u.s. gov't",1,,0022-3077
1125,PMC3680818,23536718,American Physiological Society,Journal of Neurophysiology,"Responses of single corticospinal neurons to intracortical stimulation of primary motor and premotor cortex in the anesthetized macaque monkey"" (JN-01080-2012R1)",1291.02,Article,,23/03/2014,Responses of single corticospinal neurons to intracortical stimulation of primary motor and premotor cortex in the anesthetized macaque monkey.,10.1152/jn.01080.2012,N,J Neurophysiol,2013,"journal article, research support, non-u.s. gov't",0,,0022-3077
1126,PMC3602834,23221413,American Physiological Society,Journal of Neurophysiology,Interaction of temporal and ordinal representations in movement sequences,1319.17,Article,,23/03/2014,Interaction of temporal and ordinal representations in movement sequences.,10.1152/jn.00509.2012,N,J Neurophysiol,2013,"journal article, research support, non-u.s. gov't",1,,0022-3077
1127,PMC3234094,21900508,American Physiological Society,Journal of Neurophysiology,Endogenous modulation of low frequency oscillations by temporal expectations,1514.35,Article,,23/03/2014,Endogenous modulation of low frequency oscillations by temporal expectations.,10.1152/jn.00157.2011,Y,J Neurophysiol,2011,"journal article, research support, non-u.s. gov't",5,,0022-3077
1128,PMC3653044,,American Physiological Society,Journal of Neurophysiology,The effect of contextual cues on the encoding of motor memories,1551.61,Article,,23/03/2014,,,,,,,,PMCID not found,
1129,PMC3544867 ,22972952,Camdus Journal Services,Journal of Neurophysiology,Intra and interhemispheric connectivity between face-selective regions in the human brain,1565.06,Article,,23/03/2014,Intra- and interhemispheric connectivity between face-selective regions in the human brain.,10.1152/jn.01171.2011,N,J Neurophysiol,2012,"journal article, research support, non-u.s. gov't",4,,0022-3077
1130,PMC3664272 ,23554485,Cadmus,Journal of Neuroscience,Triple cysteine module within M-type K+ channels mediates reciprocal channel modulation by nitric oxide and reactive oxygen species,1283.0,Article,,23/03/2014,Triple cysteine module within M-type K+ channels mediates reciprocal channel modulation by nitric oxide and reactive oxygen species.,10.1523/jneurosci.4275-12.2013,N,J Neurosci,2013,"journal article, research support, non-u.s. gov't",1,,0270-6474
1131,PMC23467369,,Society for Neuroscience,Journal of Neuroscience,Effect of limb lengthening on internodal length and conduction velocity of peripheral nerve,885.52,Article,,23/03/2014,,,,,,,,PMCID not found,
1132,PMC3601669 ,23447590,Society for Neuroscience,Journal of Neuroscience,GABA(B) receptors regulate extrasynaptic GABA(A) receptors,1730.99,Article,,23/03/2014,GABAB Receptors Regulate Extrasynaptic GABAA Receptors.,10.1523/jneurosci.4989-12.2013,N,J Neurosci,2013,"journal article, research support, non-u.s. gov't, in vitro",8,,0270-6474
1133,PMC3676539,23719817,Society for Neuroscience,Journal of Neuroscience,Otoferlin couples to clathrin-mediated endocytosis in mature cochlear inner hair cells,1761.28,Article,,23/03/2014,Otoferlin couples to clathrin-mediated endocytosis in mature cochlear inner hair cells.,10.1523/jneurosci.5689-12.2013,N,J Neurosci,2013,"journal article, research support, non-u.s. gov't",2,,0270-6474
1134,PMC3593678,23426678,Society for Neuroscience,Journal of Neuroscience,Serotonin modulates striatal responses to fairness and retaliation in humans,1915.92,Article,,23/03/2014,Serotonin modulates striatal responses to fairness and retaliation in humans.,10.1523/jneurosci.2761-12.2013,N,J Neurosci,2013,"journal article, research support, non-u.s. gov't",4,,0270-6474
1135,PMC3797367,24133248,Society for Neuroscience,Journal of Neuroscience,alpha2delta-1 gene deletion affects somatosensory neuron function and delays mechanical hypersensitivity in response to peripheral nerve damage,2029.47,Article,,23/03/2014,α2δ-1 gene deletion affects somatosensory neuron function and delays mechanical hypersensitivity in response to peripheral nerve damage.,10.1523/jneurosci.1026-13.2013,N,J Neurosci,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",1,,0270-6474
1136,PMC3724995,23804109,Society for Neuroscience,Journal of Neuroscience,The temporal evolution of feedback gains rapidly update to task demands,2069.75,Article,,23/03/2014,The temporal evolution of feedback gains rapidly update to task demands.,10.1523/jneurosci.5669-12.2013,N,J Neurosci,2013,"journal article, research support, non-u.s. gov't",1,,0270-6474
1137,PMC23739958,,Society for Neuroscience,Journal of Neuroscience,Spinal Commissural Connections to Motorneurons controlling the primate hand and wrist,2077.27,Article,,23/03/2014,,,,,,,,PMCID not found,
1138,PMC3655688,23595763,Society for Neuroscience,Journal of Neuroscience,Depletion of perineuronal nets enhances recognition memory and long-term depression in the perirhinal cortex,2104.22,Article,,23/03/2014,Depletion of perineuronal nets enhances recognition memory and long-term depression in the perirhinal cortex.,10.1523/jneurosci.6267-11.2013,N,J Neurosci,2013,"journal article, research support, non-u.s. gov't",4,,0270-6474
